Table Name,Error, Number of Records Exported ,Exported Filename,Export Datetime,Time Taken,Destination Table Name, Number of Records Imported ,Error Message,
stc_marketplace_service_management_product,No,536,stc_marketplace_service_management_product-2025_02_28.csv,3/3/2025 15:25,-6.30E-05,A_PRODUCT,536,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
STCS_Corporate_Revenue_Report_new,No,354,STCS_Corporate_Revenue_Report_new_Mar-2025.csv,3/3/2025 15:25,-4.50E-05,PRD_STCS_CORPORATE_REVREPORT,354,,/u01/RA_OPS/Test_New_Loader/Final/ERP/STCS_Corporate_Revenue_Report
PO_COSTING,No,26652,PO_COSTING_Mar-2025.csv,3/3/2025 15:26,-5.90E-05,PRD_PROJECT_AP_PO_REPORT,26652,,/u01/RA_OPS/Test_New_Loader/Final/ERP/STCS_AP_and_PO_Costing_Report
/home/sdev/ROOT/ERP/STCS Project Advances Details Report,No,19,STCS Project Advances Details Report_02-Feb-2025.csv,3/3/2025 15:26,-8.80E-05,PRD_STCS_PROJECT_ADVANCES_DETAILS,19,,/u01/RA_OPS/Test_New_Loader/Final/ERP/STCS_Project_Advances_Details_Report
/home/sdev/ROOT/ERP/STCS Project Advances Details Report,No,25,STCS Project Advances Details Report_08-Jan-2025.csv,3/3/2025 15:26,-2.90E-05,PRD_STCS_PROJECT_ADVANCES_DETAILS,25,,/u01/RA_OPS/Test_New_Loader/Final/ERP/STCS_Project_Advances_Details_Report
stc_marketplace_service_management_product_translation,No,620,stc_marketplace_service_management_product_translation-2025_02_28.csv,3/3/2025 15:26,-8.10E-05,A_PRODUCT_TRANS,620,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_quantifiableitem,No,948,stc_marketplace_service_management_quantifiableitem-2025_02_28.csv,3/3/2025 15:26,-3.30E-05,A_QUANTIFIABLE_ITEM,948,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_quantifiableitem_translation,No,989,stc_marketplace_service_management_quantifiableitem_translation-2025_02_28.csv,3/3/2025 15:26,-5.40E-05,A_QUANTIFIABLE_ITEM_TRANSLATION,989,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_service,No,853,stc_marketplace_service_management_service-2025_02_28.csv,3/3/2025 15:26,-4.60E-05,A_SERVICE,853,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_item_units,No,321,stc_marketplace_service_management_item_units-2025_02_28.csv,3/3/2025 15:26,-7.40E-05,A_SERVICE_ITEM_UNIT,321,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_item,No,4162,stc_marketplace_service_management_item-2025_02_28.csv,3/3/2025 15:26,-5.60E-05,A_SERVICE_ITEM,4162,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_service_translation,No,979,stc_marketplace_service_management_service_translation-2025_02_28.csv,3/3/2025 15:26,-2.90E-05,A_SERVICE_TRANSLATION,978,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
killbill_subscriptions,No,13432,killbill_subscriptions-2025_02_28.csv,3/3/2025 15:26,-3.30E-05,KILLBILL_SUBSCRIPTIONS,13432,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
invoice_items_kb,No,3741066,invoice_items_kb-2025_02_28.csv,3/3/2025 15:53,-4.60E-05,PRD_CLOUD_KILLBILL_INVOICE_ITEMS,3741066,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_quantifiableitemprice,No,2528,stc_marketplace_service_management_quantifiableitemprice-2025_02_28.csv,3/3/2025 15:53,-2.70E-05,A_QUANTIFIABLE_ITEM_PRICE,2528,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_planitem,No,8961,stc_marketplace_service_management_planitem-2025_02_28.csv,3/3/2025 15:53,-6.00E-05,A_PLAN_TO_ITEM_MAPPING,8961,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_item_translation,No,4725,stc_marketplace_service_management_item_translation-2025_02_28.csv,3/3/2025 15:53,-5.40E-05,A_PLAN_ITEM_TRANSLATION,4725,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_customers_servicecommitment,No,454,stc_marketplace_customers_servicecommitment-2025_02_28.csv,3/3/2025 15:53,-5.60E-05,CUSTOMERS_SERVICE_COMMITMENT,454,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
ombilling_instance_image,No,441748,ombilling_instance_image-2025_02_28.csv,3/3/2025 15:55,-6.00E-05,PRD_VDC_FIN_INSATNCE_IMAGE,441748,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
ombilling_slug_mapping,No,631,ombilling_slug_mapping-2025_02_28.csv,3/3/2025 15:55,-4.70E-05,PRD_VDC_FIN_SLUG_MAPPING,631,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
active_order_line,No,7236,active_order_line_Mar-2025.csv,3/3/2025 15:55,-4.20E-05,PRD_DYNAMICS_AOL,7235,,/u01/RA_OPS/Test_New_Loader/Final/Dynamic/Dynamic_AOL
killbill_accounts,No,8773,killbill_accounts-2025_02_28.csv,3/3/2025 15:55,-7.90E-05,KILLBILL_ACCOUNTS,8773,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
killbill_invoices,No,94172,killbill_invoices-2025_02_28.csv,3/3/2025 15:55,-8.10E-05,A_KILLBILL_INVOICES,94172,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
WorkOrders,No,85899,WorkOrders_Mar-2025.csv,3/3/2025 15:56,-3.60E-05,PRD_WORK_ORDER_TICKET,85899,,/u01/RA_OPS/Test_New_Loader/Final/ServiceNow
/home/sdev/ROOT/Granite/MRS,No,5943,ATMMVPN_Mar-2025.csv,3/3/2025 15:56,-7.20E-05,PRD_GRANITE_MRS_FILES,5943,,/u01/RA_OPS/Test_New_Loader/Final/GraniteMRS
/home/sdev/ROOT/Granite/MRS,No,1224,BLS_Mar-2025.csv,3/3/2025 15:56,-9.20E-05,PRD_GRANITE_MRS_FILES,1224,,/u01/RA_OPS/Test_New_Loader/Final/GraniteMRS
/home/sdev/ROOT/Granite/MRS,No,2687,CBLSMW_Mar-2025.csv,3/3/2025 15:56,-6.10E-05,PRD_GRANITE_MRS_FILES,2687,,/u01/RA_OPS/Test_New_Loader/Final/GraniteMRS
/home/sdev/ROOT/Granite/MRS,No,5376,CBLS_Mar-2025.csv,3/3/2025 15:56,-6.00E-05,PRD_GRANITE_MRS_FILES,5376,,/u01/RA_OPS/Test_New_Loader/Final/GraniteMRS
/home/sdev/ROOT/Granite/MRS,No,33192,IPMW_Mar-2025.csv,3/3/2025 15:57,-3.20E-05,PRD_GRANITE_MRS_FILES,33192,,/u01/RA_OPS/Test_New_Loader/Final/GraniteMRS
/home/sdev/ROOT/Granite/MRS,No,226189,IP_Mar-2025.csv,3/3/2025 15:59,-5.20E-05,PRD_GRANITE_MRS_FILES,226189,,/u01/RA_OPS/Test_New_Loader/Final/GraniteMRS
/home/sdev/ROOT/Granite/MRS,No,47092,MDIA_Mar-2025.csv,3/3/2025 16:00,-4.30E-05,PRD_GRANITE_MRS_FILES,47092,,/u01/RA_OPS/Test_New_Loader/Final/GraniteMRS
/home/sdev/ROOT/Granite/MRS,No,1613,SKH_Mar-2025.csv,3/3/2025 16:00,-6.50E-05,PRD_GRANITE_MRS_FILES,1613,,/u01/RA_OPS/Test_New_Loader/Final/GraniteMRS
/home/sdev/ROOT/Granite/MRS,No,6285,SKY_Mar-2025.csv,3/3/2025 16:00,-7.20E-05,PRD_GRANITE_MRS_FILES,6285,,/u01/RA_OPS/Test_New_Loader/Final/GraniteMRS
stc_marketplace_events_event,No,62431,stc_marketplace_events_event-2025_02_28.csv,3/3/2025 16:00,-4.00E-05,PRD_CLOUDEVENT_LOG,62431,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_account,No,2203,stc_account-2025_02_28.csv,3/3/2025 16:00,-2.60E-05,STCS_STC_SERVICES_DB_PUBLIC_STC_ACCOUNT,2203,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_invoice_item,No,242440,stc_invoice_item-2025_02_28.csv,3/3/2025 16:02,-4.60E-05,STC_SERVICES_DB_PUBLIC_INVOICE_ITEM,242440,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
"   stc_cdr x
full join
    (
 select
  cdr_id,
  invoice_item_id,
  ""Source_File"" as source_file2
 from
  stc_cdr_invoices) a
on
 x.id = a.cdr_id
 and
    SUBSTRING(x.Source_File,
 9,
 10) = SUBSTRING(a.source_file2,
 18,
 10)",No,1124495,stc_cdr-2025_02_28.csv,3/3/2025 16:06,-5.90E-05,A_STC_CDR_INVOICES,1124495,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_subscription_subscription,No,13540,stc_marketplace_subscription_subscription-2025_02_28.csv,3/3/2025 16:06,-7.70E-05,A_SUBSCRIPTION_SUBSCRIPTION,13540,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
modar_usage,No,332,modar_usage-2025_02_28.csv,3/3/2025 16:06,-6.00E-05,A_MODAR_USAGE,332,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
sddc_usage,No,332,sddc_usage-2025_02_28.csv,3/3/2025 16:06,-6.60E-05,A_SDDC_FLEX_USAGE,332,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
vcd_all_usages,No,1687918,vcd_all_usages-2025_02_28.csv,3/3/2025 16:14,-6.10E-05,A_VCD_ALL_USAGES,1687918,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
fip,No,176509,fip-2025_02_28.csv,3/3/2025 16:15,-6.40E-05,PRD_VDC_FIN_FIP,176509,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
instance,No,265063,instance-2025_02_28.csv,3/3/2025 16:16,-7.20E-05,PRD_VDC_FIN_INSTANCE,265063,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
volume,No,170153,volume-2025_02_28.csv,3/3/2025 16:17,-7.60E-05,PRD_VDC_FIN_VOLUME,170153,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
edge_gateway,No,153,edge_gateway-2025_02_28.csv,3/3/2025 16:17,-5.50E-05,PRD_EDGE_GATEWAY,153,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
PO_DISTRIBUTION_REPORT,No,332996,PO_DISTRIBUTION_REPORT_Mar-2025.csv,3/3/2025 16:22,-8.20E-05,PRD_PO_DISTRIBUTION,332996,,/u01/RA_OPS/Test_New_Loader/Final/ERP/STCS_PO_distribution
NEW_GRN_REPORT,No,309436,NEW_GRN_REPORT_Mar-2025.csv,3/3/2025 16:25,-7.10E-05,PRD_STCS_GRN_PROJECT_REPORT,309436,,/u01/RA_OPS/Test_New_Loader/Final/ERP/STCS_GRN_Report
PO_PROJECT_REPORT,No,17847,PO_PROJECT_REPORT_Mar-2025.csv,3/3/2025 16:25,-4.00E-05,PRD_STCS_PO_PROJECT_REPORT,17847,,/u01/RA_OPS/Test_New_Loader/Final/ERP/STCS_PO_Project_Report
stc_marketplace_service_management_flavoritem,No,4434,stc_marketplace_service_management_flavoritem-2025_02_28.csv,3/3/2025 16:25,-5.90E-05,STC_MP_service_management_flavoritem,4434,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
cs_orders,No,339,cs_orders-2025_02_28.csv,3/3/2025 16:26,-7.10E-05,CS_ORDERS,339,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_subscription_subscriptionquantifiableinstallmen,No,15,stc_marketplace_subscription_subscriptionquantifiableinstallmen-2025_02_28.csv,3/3/2025 16:26,-3.40E-05,MP_SUB_QUANTIFIABLE_INSTALLMENT,15,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
cs_resources,No,208,cs_resources-2025_02_28.csv,3/3/2025 16:26,-5.30E-05,CS_RESOURCES,208,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_virtualcredit_accountmanagercredit,No,26,stc_marketplace_virtualcredit_accountmanagercredit-2025_02_28.csv,3/3/2025 16:26,-5.90E-05,MP_VIRTUALCREDIT_ACCOUNTMANAGERCREDIT,26,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_virtualcredit_directcustomercredittransaction,No,58,stc_marketplace_virtualcredit_directcustomercredittransaction-2025_02_28.csv,3/3/2025 16:26,-6.00E-05,MP_VIRTUALCREDIT_DIRECTCUSTOMERCREDITTRANSACTION,56,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_virtualcredit_customercredit,No,16,stc_marketplace_virtualcredit_customercredit-2025_02_28.csv,3/3/2025 16:26,-5.90E-05,MP_VIRTUALCREDIT_CUSTOMERCREDIT,16,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_virtualcredit_virtualcredit,No,51,stc_marketplace_virtualcredit_virtualcredit-2025_02_28.csv,3/3/2025 16:26,-3.50E-05,MP_VIRTUALCREDIT,51,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_vouchers_vouchercreditpool,No,23,stc_marketplace_vouchers_vouchercreditpool-2025_02_28.csv,3/3/2025 16:26,-6.00E-05,MP_VOUCHERS_VOUCHERCREDITPOOL,23,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_vouchers_vouchertransaction,No,11,stc_marketplace_vouchers_vouchertransaction-2025_02_28.csv,3/3/2025 16:26,-7.20E-05,MP_VOUCHERTRANSACTION,11,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_vouchers_voucher_services,No,23,stc_marketplace_vouchers_voucher_services-2025_02_28.csv,3/3/2025 16:26,-2.80E-05,MP_VOUCHER_SERVICES,23,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_vouchers_voucher,No,12,stc_marketplace_vouchers_voucher-2025_02_28.csv,3/3/2025 16:26,-6.50E-05,MP_VOUCHER,12,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
Row_Data,No,2825,Row_Data_Mar-2025.csv,3/3/2025 16:26,-6.50E-05,PRD_ACTIVEDIA,2825,,/u01/RA_OPS/Test_New_Loader/Final/ACTIVEDIA
Row_Data,No,433,Row_Data_Mar-2025.csv,3/3/2025 16:26,-6.90E-05,PRD_ACTIVESHABIK,433,,/u01/RA_OPS/Test_New_Loader/Final/ACTIVEDIA
Row_Data,No,67,Row_Data_Mar-2025.csv,3/3/2025 16:26,-4.10E-05,PRD_ACTIVE_MLS,67,,/u01/RA_OPS/Test_New_Loader/Final/ACTIVEDIA
Row_Data,No,1757,Row_Data_Mar-2025.csv,3/3/2025 16:26,-6.60E-05,PRD_ACTIVEMODAR,1757,,/u01/RA_OPS/Test_New_Loader/Final/ACTIVEDIA
Row_Data,No,5441,Row_Data_Mar-2025.csv,3/3/2025 16:26,-3.70E-05,PRD_ACTIVEVSAT,5441,,/u01/RA_OPS/Test_New_Loader/Final/ACTIVEDIA
Row_Data,No,24271,Row_Data_Mar-2025.csv,3/3/2025 16:27,-5.00E-05,PRD_ACTIVEMRS,24270,,/u01/RA_OPS/Test_New_Loader/Final/PRD_ACTIVEMRS
Row_Data,No,248,Row_Data_Mar-2025.csv,3/3/2025 16:27,-5.70E-05,PRD_ACTIVECLOUDCONNECTIVITY,248,,/u01/RA_OPS/Test_New_Loader/Final/ACTIVEDIA
/home/sdev/ROOT/ERP/STCS Customer Revenue Assurance Report,No,2699,STCS Customer Revenue Assurance Report_02-Feb-2025.csv,3/3/2025 16:27,-4.10E-05,prd_erp,2699,,/u01/RA_OPS/Test_New_Loader/Final/ERP/STCS_Customer_Revenue_Assurance_Report
/home/sdev/ROOT/ERP/STCS Customer Revenue Assurance Report,No,16540,STCS Customer Revenue Assurance Report_08-Jan-2025.csv,3/3/2025 16:27,-3.60E-05,prd_erp,16540,,/u01/RA_OPS/Test_New_Loader/Final/ERP/STCS_Customer_Revenue_Assurance_Report
PR_PROJECT_REPORT,No,383390,PR_PROJECT_REPORT_Mar-2025.csv,3/3/2025 16:28,-8.80E-05,PRD_STCS_PR_PROJECT_REPORT,383390,,/u01/RA_OPS/Test_New_Loader/Final/ERP/STCS_PR_PROJECT_REPORT
ONHAND_QUANTITIES,No,1484,ONHAND_QUANTITIES_Mar-2025.csv,3/3/2025 16:28,-4.00E-05,PRD_STCS_ON_HAND_QTY_PROJECT,1484,,/u01/RA_OPS/Test_New_Loader/Final/ERP/STCS_On-Hand_Quantity_Report
invoice_items_kb,No,3741066,invoice_items_kb-2025_02_28.csv,3/3/2025 16:42,-7.40E-05,INVOICE_ITEMS_KB_Item_prices,36512,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
assets_details,No,1276648,STCS_ASSET_DTLS_20230714_0135.txt,3/3/2025 16:49,-6.60E-05,assets_details,1276648,,/u01/RA_OPS/Test_New_Loader/Final/stccrm
/home/sdev/ROOT/Dynamics,No,9887,Product Detail_Feb-2025.csv,3/3/2025 17:39,-7.70E-05,PRD_DYNAMICS_PRODUCT_DETADV,9887,,/u01/RA_OPS/Test_New_Loader/Final/Dynamic/Dynamic_Product
/home/sdev/ROOT/Dynamics,No,62000,All Orders_Feb-2025.csv,3/3/2025 17:40,-3.00E-05,PRD_DYNAMICS_ALLORDERS,62000,,/u01/RA_OPS/Test_New_Loader/Final/Dynamic/Dynamic_All_Orders
/home/sdev/ROOT/Other Products,No,97076,Others_Product Detail_Feb-2025_Others.csv,3/3/2025 17:42,-0.000108,prd_dynamics_product_detail,97076,,/u01/RA_OPS/Test_New_Loader/Final/Dynamic/Dynamic_Product/Others
/home/sdev/ROOT/Other Products,No,40641,OThers_Active Order line - Other_Feb-2025_Others.csv,3/3/2025 18:38,-5.90E-05,prd_dynamics_active_order_line,40641,,/u01/RA_OPS/Test_New_Loader/Final/Dynamic/Dynamic_AOL/Others
stc_marketplace_service_management_pricelist,No,17172,stc_marketplace_service_management_pricelist-2025_03_18.csv,4/6/2025 7:49,-3.00E-05,A_PRICE_LIST,17172,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_accounts_account,No,10363,stc_marketplace_accounts_account-2025_03_18.csv,4/6/2025 7:49,-4.30E-05,A_ACCOUNTS,10363,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_customers_dealcustomservice,No,1273,stc_marketplace_customers_dealcustomservice-2025_03_18.csv,4/6/2025 7:49,-2.70E-05,A_CUSTOMERS_DEAL_CUSTOM_SERVICE,1273,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_customers_deal,No,1881,stc_marketplace_customers_deal-2025_03_18.csv,4/6/2025 7:49,-0.000128,a_deals,1881,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_flavor_translation,No,7444,stc_marketplace_service_management_flavor_translation-2025_03_18.csv,4/6/2025 7:49,-5.10E-05,A_FLAVOR_TRANSLATION,7444,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
invoice_items_kb,No,3808248,invoice_items_kb-2025_03_18.csv,4/6/2025 8:15,-7.50E-05,A_KILLBILL_INVOICES_ITEMS,3808248,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_phase,No,9058,stc_marketplace_service_management_phase-2025_03_18.csv,4/6/2025 8:15,-5.70E-05,a_phase,9058,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_phaseprice,No,14130,stc_marketplace_service_management_phaseprice-2025_03_18.csv,4/6/2025 8:15,-7.00E-05,A_PHASE_PRICE,14130,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
/home/sdev/ROOT/Granite/DIA,No,36077,DIAL_Apr-2025.csv,4/6/2025 11:04,-3.90E-05,PRD_GRANITE,36077,,/u01/RA_OPS/Test_New_Loader/Final/GraniteDIA
/home/sdev/ROOT/Granite/DIA,No,23516,DIASMW_Apr-2025.csv,4/6/2025 11:04,-2.70E-05,PRD_GRANITE,23516,,/u01/RA_OPS/Test_New_Loader/Final/GraniteDIA
/home/sdev/ROOT/Granite/DIA,No,54067,DIAS_Apr-2025.csv,4/6/2025 11:06,-2.40E-05,PRD_GRANITE,54067,,/u01/RA_OPS/Test_New_Loader/Final/GraniteDIA
/home/sdev/ROOT/Granite/DIA,No,85035,DIA_Apr-2025.csv,4/6/2025 11:08,-2.50E-05,PRD_GRANITE,85035,,/u01/RA_OPS/Test_New_Loader/Final/GraniteDIA
/home/sdev/ROOT/Granite/VSAT,No,1569,SATIP_Apr-2025.csv,4/6/2025 11:08,-6.00E-05,PRD_GRANITE,1569,,/u01/RA_OPS/Test_New_Loader/Final/GraniteVSAT
/home/sdev/ROOT/Granite/VSAT,No,5,SATLEOIP_Apr-2025.csv,4/6/2025 11:08,-6.10E-05,PRD_GRANITE,5,,/u01/RA_OPS/Test_New_Loader/Final/GraniteVSAT
/home/sdev/ROOT/Granite/VSAT,No,121,SATLEONET_Apr-2025.csv,4/6/2025 11:08,-3.90E-05,PRD_GRANITE,121,,/u01/RA_OPS/Test_New_Loader/Final/GraniteVSAT
/home/sdev/ROOT/Granite/VSAT,No,9,SATMHz_Apr-2025.csv,4/6/2025 11:08,-5.80E-05,PRD_GRANITE,9,,/u01/RA_OPS/Test_New_Loader/Final/GraniteVSAT
/home/sdev/ROOT/Granite/VSAT,No,8186,SATNET_Apr-2025.csv,4/6/2025 11:08,-7.80E-05,PRD_GRANITE,8186,,/u01/RA_OPS/Test_New_Loader/Final/GraniteVSAT
/home/sdev/ROOT/Granite/VSAT,No,1009,SATPtP_Apr-2025.csv,4/6/2025 11:08,-4.40E-05,PRD_GRANITE,1009,,/u01/RA_OPS/Test_New_Loader/Final/GraniteVSAT
/home/sdev/ROOT/Granite/MS,No,3255,MS_Apr-2025.csv,4/6/2025 11:08,-6.20E-05,PRD_GRANITE_MS,3255,,/u01/RA_OPS/Test_New_Loader/Final/GraniteMS
stc_marketplace_service_management_flavor,No,7031,stc_marketplace_service_management_flavor-2025_03_18.csv,4/6/2025 11:08,-5.60E-05,A_FLAVOR,7031,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_plan,No,3873,stc_marketplace_service_management_plan-2025_03_18.csv,4/6/2025 11:08,-2.70E-05,A_PLAN,3873,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_plan_translation,No,4554,stc_marketplace_service_management_plan_translation-2025_03_18.csv,4/6/2025 11:08,-7.50E-05,A_PLAN_TRANSLATION,4554,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_planprice,No,8997,stc_marketplace_service_management_planprice-2025_03_18.csv,4/6/2025 11:09,-2.20E-05,A_PLAN_PRICE,8997,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_product,No,536,stc_marketplace_service_management_product-2025_03_18.csv,4/6/2025 11:09,-2.60E-05,A_PRODUCT,536,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
STCS_Corporate_Revenue_Report_new,No,336,STCS_Corporate_Revenue_Report_new_Apr-2025.csv,4/6/2025 11:09,-0.000101,PRD_STCS_CORPORATE_REVREPORT,336,,/u01/RA_OPS/Test_New_Loader/Final/ERP/STCS_Corporate_Revenue_Report
PO_COSTING,No,36511,PO_COSTING_Apr-2025.csv,4/6/2025 11:10,-7.80E-05,PRD_PROJECT_AP_PO_REPORT,36511,,/u01/RA_OPS/Test_New_Loader/Final/ERP/STCS_AP_and_PO_Costing_Report
/home/sdev/ROOT/ERP/STCS Project Advances Details Report,No,11,STCS Project Advances Details Report_02-Mar-2025.csv,4/6/2025 11:10,-2.50E-05,PRD_STCS_PROJECT_ADVANCES_DETAILS,11,,/u01/RA_OPS/Test_New_Loader/Final/ERP/STCS_Project_Advances_Details_Report
stc_marketplace_service_management_product_translation,No,620,stc_marketplace_service_management_product_translation-2025_03_18.csv,4/6/2025 11:10,-6.20E-05,A_PRODUCT_TRANS,620,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_quantifiableitem,No,953,stc_marketplace_service_management_quantifiableitem-2025_03_18.csv,4/6/2025 11:10,-5.30E-05,A_QUANTIFIABLE_ITEM,953,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_quantifiableitem_translation,No,994,stc_marketplace_service_management_quantifiableitem_translation-2025_03_18.csv,4/6/2025 11:10,-5.40E-05,A_QUANTIFIABLE_ITEM_TRANSLATION,994,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_service,No,853,stc_marketplace_service_management_service-2025_03_18.csv,4/6/2025 11:10,-3.30E-05,A_SERVICE,853,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_item_units,No,322,stc_marketplace_service_management_item_units-2025_03_18.csv,4/6/2025 11:10,-2.30E-05,A_SERVICE_ITEM_UNIT,322,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_item,No,4178,stc_marketplace_service_management_item-2025_03_18.csv,4/6/2025 11:10,-2.90E-05,A_SERVICE_ITEM,4178,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_service_translation,No,979,stc_marketplace_service_management_service_translation-2025_03_18.csv,4/6/2025 11:10,-5.90E-05,A_SERVICE_TRANSLATION,978,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
killbill_subscriptions,No,13558,killbill_subscriptions-2025_03_18.csv,4/6/2025 11:10,-2.30E-05,KILLBILL_SUBSCRIPTIONS,13558,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_quantifiableitemprice,No,2533,stc_marketplace_service_management_quantifiableitemprice-2025_03_18.csv,4/6/2025 11:16,-4.90E-05,A_QUANTIFIABLE_ITEM_PRICE,2533,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_planitem,No,8986,stc_marketplace_service_management_planitem-2025_03_18.csv,4/6/2025 11:16,-4.50E-05,A_PLAN_TO_ITEM_MAPPING,8986,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_item_translation,No,4741,stc_marketplace_service_management_item_translation-2025_03_18.csv,4/6/2025 11:16,-5.20E-05,A_PLAN_ITEM_TRANSLATION,4741,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_customers_servicecommitment,No,455,stc_marketplace_customers_servicecommitment-2025_03_18.csv,4/6/2025 11:16,-2.80E-05,CUSTOMERS_SERVICE_COMMITMENT,455,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
ombilling_instance_image,No,443647,ombilling_instance_image-2025_03_18.csv,4/6/2025 11:17,-3.60E-05,PRD_VDC_FIN_INSATNCE_IMAGE,443647,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
ombilling_slug_mapping,No,631,ombilling_slug_mapping-2025_03_18.csv,4/6/2025 11:17,-5.40E-05,PRD_VDC_FIN_SLUG_MAPPING,631,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
killbill_accounts,No,8911,killbill_accounts-2025_03_18.csv,4/6/2025 11:18,-2.40E-05,KILLBILL_ACCOUNTS,8911,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
killbill_invoices,No,96103,killbill_invoices-2025_03_18.csv,4/6/2025 11:18,-3.00E-05,A_KILLBILL_INVOICES,96103,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
WorkOrders,No,86724,WorkOrders_Apr-2025.csv,4/6/2025 11:19,-2.50E-05,PRD_WORK_ORDER_TICKET,86724,,/u01/RA_OPS/Test_New_Loader/Final/ServiceNow
